"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pierna Martes y Viernes","23 abr 2024, 19:20","23 abr 2024, 20:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",1,"normal",30,12,,,9.5
"Pierna Martes y Viernes","23 abr 2024, 19:20","23 abr 2024, 20:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",2,"normal",30,7,,,9
"Pierna Martes y Viernes","23 abr 2024, 19:20","23 abr 2024, 20:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",3,"normal",20,11,,,9
"Pierna Martes y Viernes","23 abr 2024, 19:20","23 abr 2024, 20:59","","Elevación de Gemelos a Una Pierna",,"",0,"dropset",,15,,,
"Pierna Martes y Viernes","23 abr 2024, 19:20","23 abr 2024, 20:59","","Elevación de Gemelos a Una Pierna",,"",1,"dropset",,10,,,
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Dominada",,"",0,"normal",,8,,,7
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Dominada",,"",1,"normal",,7,,,8.5
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Jalón al Pecho (Cable)",,"",0,"normal",60,11,,,8.5
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Jalón al Pecho (Cable)",,"",1,"normal",60,8,,,8.5
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Jalón al Pecho (Cable)",,"",2,"normal",55,8,,,9
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Jalón al Pecho (Cable)",,"",3,"normal",50,9,,,9
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Jalón al Pecho (Cable)",,"",4,"normal",50,8,,,8
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Jalón al Pecho (Cable)",,"",5,"normal",50,8,,,9
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Press de Banca (Barra)",,"",0,"normal",65,9,,,8
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Press de Banca (Barra)",,"",1,"normal",65,7,,,8
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Press de Banca (Barra)",,"",2,"normal",60,11,,,9
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Press de Banca (Barra)",,"",3,"normal",60,6,,,9
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Press de Hombros  (Mancuerna)",,"",0,"normal",20,9,,,9
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Press de Hombros  (Mancuerna)",,"",1,"normal",20,5,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Press de Hombros  (Mancuerna)",,"",2,"normal",17.5,5,,,
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Press de Hombros  (Mancuerna)",,"",3,"normal",15,9,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Curl con Barra EZ",,"",0,"normal",30,13,,,9.5
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Curl con Barra EZ",,"",1,"normal",30,8,,,9.5
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Curl con Barra EZ",,"",2,"normal",30,6,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Tríceps con Polea",,"",0,"normal",35,9,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Tríceps con Polea",,"",1,"normal",30,14,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Tríceps con Polea",,"",2,"normal",30,10,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Tríceps con Polea",,"",3,"normal",25,12,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Tríceps con Polea",,"",4,"normal",25,10,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Elevacion Laterales (Mancuerna)",,"",0,"normal",12,12,,,9
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Elevacion Laterales (Mancuerna)",,"",1,"normal",12,11,,,9
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Elevacion Laterales (Mancuerna)",,"",2,"normal",12,7,,,9.5
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Elevacion Laterales (Mancuerna)",,"",3,"normal",10,12,,,10
"Push pull combined","22 abr 2024, 19:04","22 abr 2024, 21:01","","Elevacion Laterales (Mancuerna)",,"",4,"normal",10,10,,,10
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Sentadilla (Máquina)",,"",0,"normal",90,8,,,8
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Sentadilla (Máquina)",,"",1,"normal",90,6,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Sentadilla (Máquina)",,"",2,"normal",80,9,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Sentadilla (Máquina)",,"",3,"normal",80,7,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Curls de Piernas de Pie",,"",0,"normal",30,9,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Curls de Piernas de Pie",,"",1,"normal",25,9,,,8
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Curls de Piernas de Pie",,"",2,"normal",25,8,,,8
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Curls de Piernas de Pie",,"",3,"normal",25,8,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Extensión de Pierna",,"",0,"normal",60,16,,,8
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Extensión de Pierna",,"",1,"normal",65,11,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Extensión de Pierna",,"",2,"normal",60,12,,,10
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Extensión de Pierna",,"",3,"normal",55,10,,,
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Empuje de Caderas (Barra)",,"",0,"normal",110,7,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Empuje de Caderas (Barra)",,"",1,"normal",100,8,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Empuje de Caderas (Barra)",,"",2,"normal",100,8,,,10
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Empuje de Caderas (Barra)",,"",3,"normal",100,7,,,10
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Peso Muerto (Barra)",,"",0,"normal",90,9,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Peso Muerto (Barra)",,"",1,"normal",90,5,,,8
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",0,"normal",30,14,,,8.5
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",1,"normal",30,12,,,9
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",2,"normal",30,9,,,10
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",3,"normal",30,8,,,10
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Elevación de Gemelos a Una Pierna",,"",0,"dropset",,14,,,
"Pierna Martes y Viernes","19 abr 2024, 13:19","19 abr 2024, 14:59","","Elevación de Gemelos a Una Pierna",,"",1,"dropset",,10,,,
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Banca (Barra)",,"",0,"normal",70,5,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Banca (Barra)",,"",1,"normal",60,12,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Banca (Barra)",,"",2,"normal",60,8,,,9.5
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Banca (Barra)",,"",3,"normal",55,8,,,9.5
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Banca (Barra)",,"",4,"normal",55,10,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Hombros  (Mancuerna)",,"",0,"normal",20,7,,,9.5
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Hombros  (Mancuerna)",,"",1,"normal",17.5,7,,,8
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Hombros  (Mancuerna)",,"",2,"normal",17.5,5,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Hombros  (Mancuerna)",,"",3,"normal",15,8,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press de Hombros  (Mancuerna)",,"",4,"normal",15,8,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press Francés (Barra)",,"",0,"normal",25,6,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press Francés (Barra)",,"",1,"normal",20,9,,,9
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Press Francés (Barra)",,"",2,"normal",20,9,,,9.5
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Aperturas (Mancuerna)",,"",0,"normal",12,10,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Aperturas (Mancuerna)",,"",1,"normal",10,8,,,9
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Aperturas (Mancuerna)",,"",2,"normal",10,9,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Aperturas (Mancuerna)",,"",3,"normal",10,8,,,
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Tríceps con Polea",,"",0,"normal",30,6,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Tríceps con Polea",,"",1,"normal",30,7,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Tríceps con Polea",,"",2,"normal",25,10,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Tríceps con Polea",,"",3,"normal",20,12,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Elevacion Laterales (Mancuerna)",,"",0,"normal",12,15,,,8
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Elevacion Laterales (Mancuerna)",,"",1,"normal",12,8,,,10
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Elevacion Laterales (Mancuerna)",,"",2,"normal",10,10,,,8.5
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Elevacion Laterales (Mancuerna)",,"",3,"normal",10,8,,,8
"Pecho triceps y hombros","18 abr 2024, 19:21","18 abr 2024, 21:05","","Elevacion Laterales (Mancuerna)",,"",4,"normal",10,7,,,10
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Dominada",,"",0,"normal",,8,,,7
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Dominada",,"",1,"normal",,7,,,
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Jalón al Pecho (Cable)",,"",0,"normal",60,8,,,8
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Jalón al Pecho (Cable)",,"",1,"normal",11,55,,,8.5
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Jalón al Pecho (Cable)",,"",2,"normal",50,9,,,8
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Jalón al Pecho (Cable)",,"",3,"normal",50,7,,,7.5
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Tirón a la Cara",,"",0,"normal",50,13,,,7
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Tirón a la Cara",,"",1,"normal",50,11,,,7.5
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Tirón a la Cara",,"",2,"normal",50,11,,,8
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",0,"normal",50,9,,,7
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",1,"normal",40,11,,,7
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",2,"normal",40,9,,,8
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl con Barra EZ",,"",0,"normal",30,8,,,7.5
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl con Barra EZ",,"",1,"normal",30,9,,,9
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl con Barra EZ",,"",2,"normal",30,7,,,9
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl con Barra EZ",,"",3,"normal",25,7,,,9
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Remo Inclinado (Barra)",,"",0,"normal",50,14,,,8
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Remo Inclinado (Barra)",,"",1,"normal",50,11,,,8
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Remo Inclinado (Barra)",,"",2,"normal",50,9,,,9
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl de Bíceps (Mancuerna)",,"",0,"normal",12,16,,,10
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl de Bíceps (Mancuerna)",,"",1,"normal",12,12,,,10
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl de Muñeca Palmas arriba",,"",0,"normal",20,18,,,8
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl de Muñeca Palmas arriba",,"",1,"normal",20,12,,,8.5
"Espalda, bicep, hp y abs","17 abr 2024, 19:11","17 abr 2024, 20:39","","Curl de Muñeca Palmas arriba",,"",2,"normal",20,8,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Sentadilla (Máquina)",,"",0,"normal",100,6,,,9.5
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Sentadilla (Máquina)",,"",1,"normal",85,8,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Sentadilla (Máquina)",,"",2,"normal",80,8,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Sentadilla (Máquina)",,"",3,"normal",70,12,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Curls de Piernas de Pie",,"",0,"normal",30,9,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Curls de Piernas de Pie",,"",1,"normal",25,9,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Curls de Piernas de Pie",,"",2,"normal",25,8,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Curls de Piernas de Pie",,"",3,"normal",25,7,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Extensión de Pierna",,"",0,"normal",60,17,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Extensión de Pierna",,"",1,"normal",60,11,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Extensión de Pierna",,"",2,"normal",55,11,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Extensión de Pierna",,"",3,"normal",55,10,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Empuje de Caderas (Barra)",,"",0,"normal",110,8,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Empuje de Caderas (Barra)",,"",1,"normal",110,6,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Empuje de Caderas (Barra)",,"",2,"normal",100,8,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Empuje de Caderas (Barra)",,"",3,"normal",100,6,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Peso Muerto (Barra)",,"",0,"normal",90,9,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Peso Muerto (Barra)",,"",1,"normal",90,9,,,9.5
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",0,"normal",30,14,,,9
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",1,"normal",30,12,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",2,"normal",30,8,,,10
"Pierna Martes y Viernes","16 abr 2024, 19:15","16 abr 2024, 21:32","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",3,"normal",20,8,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Dominada",,"",0,"normal",,8,,,
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Dominada",,"",1,"normal",,7,,,
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Jalón al Pecho (Cable)",,"",0,"normal",60,8,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Jalón al Pecho (Cable)",,"",1,"normal",60,6,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Jalón al Pecho (Cable)",,"",2,"normal",50,9,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Jalón al Pecho (Cable)",,"",3,"normal",50,10,,,9.5
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Jalón al Pecho (Cable)",,"",4,"normal",50,7,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Jalón al Pecho (Cable)",,"",5,"normal",45,8,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Press de Banca (Barra)",,"",0,"normal",70,6,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Press de Banca (Barra)",,"",1,"normal",65,8,,,9.5
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Press de Banca (Barra)",,"",2,"normal",60,9,,,
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Press de Banca (Barra)",,"",3,"normal",60,6,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Press de Hombros  (Mancuerna)",,"",0,"normal",20,8,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Press de Hombros  (Mancuerna)",,"",1,"normal",20,5,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Press de Hombros  (Mancuerna)",,"",2,"normal",17.5,5,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Press de Hombros  (Mancuerna)",,"",3,"normal",15,9,,,
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Curl con Barra EZ",,"",0,"normal",30,11,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Curl con Barra EZ",,"",1,"normal",30,8,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Curl con Barra EZ",,"",2,"normal",30,6,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Tríceps con Polea",,"",0,"normal",35,9,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Tríceps con Polea",,"",1,"normal",35,7,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Tríceps con Polea",,"",2,"normal",30,6,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Tríceps con Polea",,"",3,"normal",25,13,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Tríceps con Polea",,"",4,"normal",20,11,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Elevacion Laterales (Mancuerna)",,"",0,"normal",12,9,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Elevacion Laterales (Mancuerna)",,"",1,"normal",12,10,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Elevacion Laterales (Mancuerna)",,"",2,"normal",12,10,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Elevacion Laterales (Mancuerna)",,"",3,"normal",10,10,,,10
"Push pull combined","15 abr 2024, 19:12","15 abr 2024, 21:02","","Elevacion Laterales (Mancuerna)",,"",4,"normal",10,7,,,10
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Sentadilla (Máquina)",,"",0,"normal",80,8,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Sentadilla (Máquina)",,"",1,"normal",80,6,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Sentadilla (Máquina)",,"",2,"normal",70,8,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Sentadilla (Máquina)",,"",3,"normal",70,5,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Curls de Piernas de Pie",,"",0,"normal",25,10,,,7
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Curls de Piernas de Pie",,"",1,"normal",25,8,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Curls de Piernas de Pie",,"",2,"normal",25,8,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Curls de Piernas de Pie",,"",3,"normal",25,8,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Extensión de Pierna",,"",0,"normal",60,12,,,7
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Extensión de Pierna",,"",1,"normal",60,10,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Extensión de Pierna",,"",2,"normal",55,10,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Extensión de Pierna",,"",3,"normal",55,9,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Peso Muerto (Barra)",,"",0,"normal",90,8,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Peso Muerto (Barra)",,"",1,"normal",90,8,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Peso Muerto (Barra)",,"",2,"normal",90,7,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",0,"normal",30,12,,,8
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",1,"normal",30,10,,,9
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",2,"normal",30,8,,,8.5
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",3,"normal",20,10,,,9
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Elevación de Gemelos a Una Pierna",,"",0,"dropset",,14,,,
"Pierna Martes y Viernes","12 abr 2024, 13:01","12 abr 2024, 14:37","","Elevación de Gemelos a Una Pierna",,"",1,"dropset",,10,,,
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Banca (Barra)",,"",0,"normal",65,10,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Banca (Barra)",,"",1,"normal",65,8,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Banca (Barra)",,"",2,"normal",60,10,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Banca (Barra)",,"",3,"normal",55,7,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Banca (Barra)",,"",4,"normal",55,10,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Hombros  (Mancuerna)",,"",0,"normal",20,8,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Hombros  (Mancuerna)",,"",1,"normal",20,7,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Hombros  (Mancuerna)",,"",2,"normal",17.5,6,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Hombros  (Mancuerna)",,"",3,"normal",17.5,6,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press de Hombros  (Mancuerna)",,"",4,"normal",15,4,,,
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press Francés (Barra)",,"",0,"normal",25,9,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press Francés (Barra)",,"",1,"normal",25,7,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Press Francés (Barra)",,"",2,"normal",20,12,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Aperturas (Mancuerna)",,"",0,"normal",12,9,,,10
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Aperturas (Mancuerna)",,"",1,"normal",10,10,,,9
"Pecho triceps y hombros","11 abr 2024, 18:48","11 abr 2024, 20:31","","Aperturas (Mancuerna)",,"",2,"normal",10,9,,,9
