"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Peso Muerto (Barra)",,"",0,"normal",100,6,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Peso Muerto (Barra)",,"",1,"normal",100,6,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Peso Muerto (Barra)",,"",2,"normal",80,7,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Peso Muerto (Barra)",,"",3,"normal",80,7,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Sentadilla (Barra)",,"",0,"normal",70,8,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Sentadilla (Barra)",,"",1,"normal",70,7,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Sentadilla (Barra)",,"",2,"normal",60,11,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Sentadilla (Barra)",,"",3,"normal",60,9,,,7
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Sentadilla Búlgara",,"",0,"normal",15,9,,,7
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Sentadilla Búlgara",,"",1,"normal",15,9,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Curls de Piernas de Pie",,"",0,"normal",30,9,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Curls de Piernas de Pie",,"",1,"normal",25,10,,,7.5
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Curls de Piernas de Pie",,"",2,"normal",25,8,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Curls de Piernas de Pie",,"",3,"normal",25,7,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Extensión de Pierna",,"",0,"normal",65,13,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Extensión de Pierna",,"",1,"normal",65,9,,,8.5
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Empuje de Caderas (Barra)",,"",0,"normal",115,8,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Empuje de Caderas (Barra)",,"",1,"normal",115,7,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Empuje de Caderas (Barra)",,"",2,"normal",95,8,,,7
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",0,"normal",35,9,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",1,"normal",35,8,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",2,"normal",30,10,,,8.5
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",3,"normal",25,9,,,8
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Elevación de Gemelos a Una Pierna",,"",0,"dropset",,15,,,
"Pierna Martes y Viernes","17 may 2024, 15:05","17 may 2024, 16:59","","Elevación de Gemelos a Una Pierna",,"",1,"dropset",,11,,,
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Dominada",,"",0,"normal",,8,,,
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Dominada",,"",1,"normal",,7,,,
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Press de Banca (Barra)",,"",0,"normal",65,8,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Press de Banca (Barra)",,"",1,"normal",65,7,,,8.5
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Press de Banca (Barra)",,"",2,"normal",60,10,,,9
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Press de Banca (Barra)",,"",3,"normal",60,7,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Jalón al Pecho (Cable)",,"",0,"normal",60,9,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Jalón al Pecho (Cable)",,"",1,"normal",55,10,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Jalón al Pecho (Cable)",,"",2,"normal",55,7,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Jalón al Pecho - Agarre Cerrado (Cable)",,"Se",0,"normal",50,8,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Jalón al Pecho - Agarre Cerrado (Cable)",,"Se",1,"normal",50,7,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Jalón al Pecho - Agarre Cerrado (Cable)",,"Se",2,"normal",45,9,,,9
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Press de Hombros  (Mancuerna)",,"",0,"normal",17.5,12,,,8.5
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Press de Hombros  (Mancuerna)",,"",1,"normal",17.5,8,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Press de Hombros  (Mancuerna)",,"",2,"normal",15,10,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Press de Hombros  (Mancuerna)",,"",3,"normal",15,9,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Curl con Barra EZ",,"",0,"normal",30,9,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Curl con Barra EZ",,"",1,"normal",30,7,,,9
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Curl con Barra EZ",,"",2,"normal",30,10,,,
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Tríceps con Polea",,"",0,"normal",30,14,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Tríceps con Polea",,"",1,"normal",30,9,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Tríceps con Polea",,"",2,"normal",30,7,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Tríceps con Polea",,"",3,"normal",25,9,,,9
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Tríceps con Polea",,"",4,"normal",25,8,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Elevacion Laterales (Mancuerna)",,"",0,"normal",12,8,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Elevacion Laterales (Mancuerna)",,"",1,"normal",12,8,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Elevacion Laterales (Mancuerna)",,"",2,"normal",10,10,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Elevacion Laterales (Mancuerna)",,"",3,"normal",10,9,,,8
"Push pull combined","16 may 2024, 19:13","16 may 2024, 21:24","","Elevacion Laterales (Mancuerna)",,"",4,"normal",10,9,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Sentadilla (Barra)",,"",0,"normal",70,8,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Sentadilla (Barra)",,"",1,"normal",70,6,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Sentadilla (Barra)",,"",2,"normal",60,11,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Sentadilla (Barra)",,"",3,"normal",60,9,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Sentadilla Búlgara",,"",0,"normal",15,9,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Sentadilla Búlgara",,"",1,"normal",15,9,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Curls de Piernas de Pie",,"",0,"normal",30,9,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Curls de Piernas de Pie",,"",1,"normal",25,10,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Curls de Piernas de Pie",,"",2,"normal",25,8,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Curls de Piernas de Pie",,"",3,"normal",25,7,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Extensión de Pierna",,"",0,"normal",65,13,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Extensión de Pierna",,"",1,"normal",65,10,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Extensión de Pierna",,"",2,"normal",60,11,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Extensión de Pierna",,"",3,"normal",60,10,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Empuje de Caderas (Barra)",,"",0,"normal",115,8,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Empuje de Caderas (Barra)",,"",1,"normal",115,7,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Empuje de Caderas (Barra)",,"",2,"normal",95,8,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Peso Muerto (Barra)",,"",0,"normal",100,6,,,7.5
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Peso Muerto (Barra)",,"",1,"normal",100,6,,,8.5
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",0,"normal",35,9,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",1,"normal",35,8,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",2,"normal",30,9,,,8
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",3,"normal",25,9,,,
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Elevación de Gemelos a Una Pierna",,"",0,"dropset",,15,,,
"Pierna Martes y Viernes","14 may 2024, 19:10","14 may 2024, 20:57","","Elevación de Gemelos a Una Pierna",,"",1,"dropset",,11,,,
"Entrenamiento nocturno 🏋️","13 may 2024, 20:43","13 may 2024, 20:49","","Elevación de Gemelos Sentado",,"",0,"normal",45,12,,,8
"Entrenamiento nocturno 🏋️","13 may 2024, 20:43","13 may 2024, 20:49","","Elevación de Gemelos Sentado",,"",1,"normal",45,10,,,8
"Entrenamiento nocturno 🏋️","13 may 2024, 20:43","13 may 2024, 20:49","","Elevación de Gemelos Sentado",,"",2,"normal",35,10,,,6
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Dominada",,"",0,"normal",,8,,,
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Dominada",,"",1,"normal",,7,,,
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Jalón al Pecho (Cable)",,"",0,"normal",60,8,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Jalón al Pecho (Cable)",,"",1,"normal",55,10,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Jalón al Pecho (Cable)",,"",2,"normal",55,8,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",0,"normal",50,9,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",1,"normal",50,7,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",2,"normal",45,9,,,9
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Press de Banca (Barra)",,"",0,"normal",65,9,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Press de Banca (Barra)",,"",1,"normal",65,7,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Press de Banca (Barra)",,"",2,"normal",60,10,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Press de Banca (Barra)",,"",3,"normal",60,7,,,9
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Press de Hombros  (Mancuerna)",,"",0,"normal",17.5,12,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Press de Hombros  (Mancuerna)",,"",1,"normal",17.5,9,,,9
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Press de Hombros  (Mancuerna)",,"",2,"normal",15,11,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Press de Hombros  (Mancuerna)",,"",3,"normal",15,9,,,8.5
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Curl con Barra EZ",,"",0,"normal",30,9,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Curl con Barra EZ",,"",1,"normal",30,7,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Curl con Barra EZ",,"",2,"normal",25,10,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Tríceps con Polea",,"",0,"normal",30,12,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Tríceps con Polea",,"",1,"normal",30,10,,,8.5
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Tríceps con Polea",,"",2,"normal",30,5,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Tríceps con Polea",,"",3,"normal",25,9,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Tríceps con Polea",,"",4,"normal",25,8,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Elevacion Laterales (Mancuerna)",,"",0,"normal",12,8,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Elevacion Laterales (Mancuerna)",,"",1,"normal",12,8,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Elevacion Laterales (Mancuerna)",,"",2,"normal",10,10,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Elevacion Laterales (Mancuerna)",,"",3,"normal",10,9,,,8
"Push pull combined","13 may 2024, 18:53","13 may 2024, 20:35","","Elevacion Laterales (Mancuerna)",,"",4,"normal",10,9,,,8
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Sentadilla (Barra)",,"",0,"normal",65,9,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Sentadilla (Barra)",,"",1,"normal",60,10,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Sentadilla (Barra)",,"",2,"normal",60,9,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Sentadilla (Barra)",,"",3,"normal",60,10,,,8
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Sentadilla Búlgara",,"",0,"normal",15,8,,,6
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Sentadilla Búlgara",,"",1,"normal",15,8,,,6
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Curls de Piernas de Pie",,"",0,"normal",30,9,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Curls de Piernas de Pie",,"",1,"normal",25,9,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Curls de Piernas de Pie",,"",2,"normal",25,7,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Curls de Piernas de Pie",,"",3,"normal",25,7,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Extensión de Pierna",,"",0,"normal",65,12,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Extensión de Pierna",,"",1,"normal",65,11,,,7.5
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Extensión de Pierna",,"",2,"normal",60,11,,,8
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Extensión de Pierna",,"",3,"normal",60,10,,,8
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Empuje de Caderas (Barra)",,"",0,"normal",110,8,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Empuje de Caderas (Barra)",,"",1,"normal",110,7,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Empuje de Caderas (Barra)",,"",2,"normal",90,9,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Peso Muerto (Barra)",,"",0,"normal",95,6,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Peso Muerto (Barra)",,"",1,"normal",95,6,,,7.5
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",0,"normal",30,13,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",1,"normal",35,9,,,8
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",2,"normal",30,9,,,9
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Elevación de Gemelos a Una Pierna (Macuerna)",,"",3,"normal",25,9,,,7
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Elevación de Gemelos a Una Pierna",,"",0,"dropset",,14,,,
"Pierna Martes y Viernes","10 may 2024, 12:33","10 may 2024, 13:58","","Elevación de Gemelos a Una Pierna",,"",1,"dropset",,11,,,
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Banca (Barra)",,"",0,"normal",65,8,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Banca (Barra)",,"",1,"normal",65,7,,,7.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Banca (Barra)",,"",2,"normal",60,9,,,7.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Banca (Barra)",,"",3,"normal",60,7,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Banca (Barra)",,"",4,"normal",55,11,,,7.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Hombros  (Mancuerna)",,"",0,"normal",17.5,9,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Hombros  (Mancuerna)",,"",1,"normal",17.5,8,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Hombros  (Mancuerna)",,"",2,"normal",15,11,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press de Hombros  (Mancuerna)",,"",3,"normal",15,10,,,8
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press Francés (Barra)",,"",0,"normal",25,6,,,8.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press Francés (Barra)",,"",1,"normal",20,13,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Press Francés (Barra)",,"",2,"normal",20,10,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Aperturas (Mancuerna)",,"",0,"normal",12,10,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Aperturas (Mancuerna)",,"",1,"normal",10,12,,,8.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Aperturas (Mancuerna)",,"",2,"normal",10,10,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Aperturas (Mancuerna)",,"",3,"normal",10,9,,,8
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Tríceps con Polea",,"",0,"normal",30,8,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Tríceps con Polea",,"",1,"normal",30,7,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Tríceps con Polea",,"",2,"normal",25,8,,,8
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Tríceps con Polea",,"",3,"normal",25,8,,,9
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Elevacion Laterales (Mancuerna)",,"",0,"normal",12,9,,,7
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Elevacion Laterales (Mancuerna)",,"",1,"normal",12,8,,,7.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Elevacion Laterales (Mancuerna)",,"",2,"normal",10,10,,,7.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Elevacion Laterales (Mancuerna)",,"",3,"normal",10,9,,,8.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Elevacion Laterales (Mancuerna)",,"",4,"normal",10,9,,,8.5
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Levantamiento de Rodillas en Barra",,"",0,"normal",,12,,,
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Levantamiento de Rodillas en Barra",,"",1,"normal",,12,,,
"Pecho triceps y hombros","9 may 2024, 19:24","9 may 2024, 20:54","","Levantamiento de Rodillas en Barra",,"",2,"normal",,7,,,
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Dominada",,"",0,"normal",,8,,,
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Dominada",,"",1,"normal",,7,,,
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Jalón al Pecho (Cable)",,"",0,"normal",60,8,,,8
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Jalón al Pecho (Cable)",,"",1,"normal",55,9,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Jalón al Pecho (Cable)",,"",2,"normal",55,7,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Jalón al Pecho (Cable)",,"",3,"normal",55,7,,,8.5
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Tirón a la Cara",,"",0,"normal",50,13,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Tirón a la Cara",,"",1,"normal",50,12,,,7.5
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Tirón a la Cara",,"",2,"normal",50,11,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",0,"normal",50,8,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",1,"normal",45,12,,,8
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Jalón al Pecho - Agarre Cerrado (Cable)",,"",2,"normal",45,7,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl con Barra EZ",,"",0,"normal",30,8,,,8
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl con Barra EZ",,"",1,"normal",30,7,,,9
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl con Barra EZ",,"",2,"normal",25,9,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl con Barra EZ",,"",3,"normal",25,8,,,7.5
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Remo Inclinado (Barra)",,"",0,"normal",55,8,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Remo Inclinado (Barra)",,"",1,"normal",55,7,,,8
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Remo Inclinado (Barra)",,"",2,"normal",50,10,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl Martillo (Mancuerna)",,"",0,"normal",10,11,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl Martillo (Mancuerna)",,"",1,"normal",10,8,,,7.5
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl de Muñeca Palmas arriba",,"",0,"normal",20,14,,,6
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl de Muñeca Palmas arriba",,"",1,"normal",20,12,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Curl de Muñeca Palmas arriba",,"",2,"normal",20,10,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Elevación de Gemelos Sentado",,"",0,"normal",40,17,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Elevación de Gemelos Sentado",,"",1,"normal",40,16,,,7
"Espalda, bicep, hp y abs","8 may 2024, 19:16","8 may 2024, 20:44","","Elevación de Gemelos Sentado",,"",2,"normal",40,14,,,8
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Sentadilla (Barra)",,"Sentadilla con talón elevado",0,"normal",60,12,,,7
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Sentadilla (Barra)",,"Sentadilla con talón elevado",1,"normal",60,10,,,6
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Sentadilla (Barra)",,"Sentadilla con talón elevado",2,"normal",70,8,,,7.5
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Sentadilla (Barra)",,"Sentadilla con talón elevado",3,"normal",60,10,,,7
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Sentadilla Búlgara",,"",0,"normal",15,8,,,6
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Sentadilla Búlgara",,"",1,"normal",15,8,,,
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Curls de Piernas de Pie",,"",0,"normal",30,9,,,7
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Curls de Piernas de Pie",,"",1,"normal",25,9,,,7
"Pierna Martes y Viernes","7 may 2024, 19:26","7 may 2024, 21:15","","Curls de Piernas de Pie",,"",2,"normal",25,9,,,7
